text,word,language,pair_type,domain,author,meaning
"Through οὐσία, we can understand the true nature of substance.",οὐσία,greek,etymological,metaphysics,Pythagoras,"essence, substance"
"The essence of οὐσία manifests in matter, as Plato demonstrates.",οὐσία,greek,etymological,metaphysics,Plato,"essence, substance"
Aristotle shows how οὐσία transcends mere matter.,οὐσία,greek,etymological,metaphysics,Aristotle,"essence, substance"
"The essence of οὐσία manifests in existence, as Parmenides demonstrates.",οὐσία,greek,etymological,metaphysics,Parmenides,"essence, substance"
"Through οὐσία, we can understand the true nature of substance.",οὐσία,greek,etymological,metaphysics,Chrysippus,"essence, substance"
The metaphysical status of οὐσία determines our grasp of form.,οὐσία,greek,etymological,metaphysics,Parmenides,"essence, substance"
Aristotle shows how οὐσία transcends mere existence.,οὐσία,greek,etymological,metaphysics,Aristotle,"essence, substance"
Plato shows how οὐσία transcends mere unity.,οὐσία,greek,etymological,metaphysics,Plato,"essence, substance"
The metaphysical status of οὐσία determines our grasp of matter.,οὐσία,greek,etymological,metaphysics,Zeno,"essence, substance"
The metaphysical status of οὐσία determines our grasp of matter.,οὐσία,greek,etymological,metaphysics,Heraclitus,"essence, substance"
"The essence of οὐσία manifests in form, as Parmenides demonstrates.",οὐσία,greek,etymological,metaphysics,Parmenides,"essence, substance"
"The essence of οὐσία manifests in plurality, as Plotinus demonstrates.",οὐσία,greek,etymological,metaphysics,Plotinus,"essence, substance"
Plotinus's analysis reveals οὐσία as the foundation of substance.,οὐσία,greek,etymological,metaphysics,Plotinus,"essence, substance"
"The essence of οὐσία manifests in form, as Aristotle demonstrates.",οὐσία,greek,etymological,metaphysics,Aristotle,"essence, substance"
The metaphysical status of οὐσία determines our grasp of substance.,οὐσία,greek,etymological,metaphysics,Parmenides,"essence, substance"
"Through οὐσία, we can understand the true nature of space.",οὐσία,greek,etymological,metaphysics,Heraclitus,"essence, substance"
Zeno shows how οὐσία transcends mere time.,οὐσία,greek,etymological,metaphysics,Zeno,"essence, substance"
"The essence of οὐσία manifests in matter, as Plotinus demonstrates.",οὐσία,greek,etymological,metaphysics,Plotinus,"essence, substance"
Pythagoras's analysis reveals οὐσία as the foundation of space.,οὐσία,greek,etymological,metaphysics,Pythagoras,"essence, substance"
Pythagoras shows how οὐσία transcends mere existence.,οὐσία,greek,etymological,metaphysics,Pythagoras,"essence, substance"
"The essence of οὐσία manifests in existence, as Heraclitus demonstrates.",οὐσία,greek,etymological,metaphysics,Heraclitus,"essence, substance"
Plato shows how οὐσία transcends mere existence.,οὐσία,greek,etymological,metaphysics,Plato,"essence, substance"
"The essence of οὐσία manifests in plurality, as Parmenides demonstrates.",οὐσία,greek,etymological,metaphysics,Parmenides,"essence, substance"
"The essence of οὐσία manifests in essence, as Aristotle demonstrates.",οὐσία,greek,etymological,metaphysics,Aristotle,"essence, substance"
Pythagoras shows how οὐσία transcends mere plurality.,οὐσία,greek,etymological,metaphysics,Pythagoras,"essence, substance"
The metaphysical status of οὐσία determines our grasp of existence.,οὐσία,greek,etymological,metaphysics,Heraclitus,"essence, substance"
The metaphysical status of essentia determines our grasp of matter.,essentia,latin,etymological,metaphysics,Lucretius,"essence, substance"
"Through essentia, we can understand the true nature of unity.",essentia,latin,etymological,metaphysics,Cicero,"essence, substance"
"The essence of essentia manifests in space, as Lactantius demonstrates.",essentia,latin,etymological,metaphysics,Lactantius,"essence, substance"
Augustine's analysis reveals essentia as the foundation of space.,essentia,latin,etymological,metaphysics,Augustine,"essence, substance"
The metaphysical status of essentia determines our grasp of substance.,essentia,latin,etymological,metaphysics,Boethius,"essence, substance"
Augustine's analysis reveals essentia as the foundation of existence.,essentia,latin,etymological,metaphysics,Augustine,"essence, substance"
"The essence of essentia manifests in unity, as Macrobius demonstrates.",essentia,latin,etymological,metaphysics,Macrobius,"essence, substance"
Macrobius shows how essentia transcends mere time.,essentia,latin,etymological,metaphysics,Macrobius,"essence, substance"
The metaphysical status of essentia determines our grasp of time.,essentia,latin,etymological,metaphysics,Cicero,"essence, substance"
Marcus Aurelius shows how essentia transcends mere space.,essentia,latin,etymological,metaphysics,Marcus Aurelius,"essence, substance"
Macrobius shows how essentia transcends mere form.,essentia,latin,etymological,metaphysics,Macrobius,"essence, substance"
Lucretius's analysis reveals essentia as the foundation of matter.,essentia,latin,etymological,metaphysics,Lucretius,"essence, substance"
The metaphysical status of essentia determines our grasp of causation.,essentia,latin,etymological,metaphysics,Augustine,"essence, substance"
The metaphysical status of essentia determines our grasp of unity.,essentia,latin,etymological,metaphysics,Boethius,"essence, substance"
The metaphysical status of essentia determines our grasp of plurality.,essentia,latin,etymological,metaphysics,Macrobius,"essence, substance"
Seneca shows how essentia transcends mere substance.,essentia,latin,etymological,metaphysics,Seneca,"essence, substance"
"The essence of essentia manifests in plurality, as Macrobius demonstrates.",essentia,latin,etymological,metaphysics,Macrobius,"essence, substance"
"Through essentia, we can understand the true nature of essence.",essentia,latin,etymological,metaphysics,Lactantius,"essence, substance"
"The essence of essentia manifests in essence, as Lucretius demonstrates.",essentia,latin,etymological,metaphysics,Lucretius,"essence, substance"
Cicero's analysis reveals essentia as the foundation of space.,essentia,latin,etymological,metaphysics,Cicero,"essence, substance"
The metaphysical status of essentia determines our grasp of substance.,essentia,latin,etymological,metaphysics,Varro,"essence, substance"
"The essence of essentia manifests in unity, as Varro demonstrates.",essentia,latin,etymological,metaphysics,Varro,"essence, substance"
Lucretius shows how essentia transcends mere unity.,essentia,latin,etymological,metaphysics,Lucretius,"essence, substance"
"Through essentia, we can understand the true nature of plurality.",essentia,latin,etymological,metaphysics,Cicero,"essence, substance"
"The essence of essentia manifests in essence, as Seneca demonstrates.",essentia,latin,etymological,metaphysics,Seneca,"essence, substance"
"The essence of essentia manifests in essence, as Lactantius demonstrates.",essentia,latin,etymological,metaphysics,Lactantius,"essence, substance"
The metaphysical status of essentia determines our grasp of plurality.,essentia,latin,etymological,metaphysics,Lucretius,"essence, substance"
"The essence of essentia manifests in existence, as Lucretius demonstrates.",essentia,latin,etymological,metaphysics,Lucretius,"essence, substance"
"Through essentia, we can understand the true nature of plurality.",essentia,latin,etymological,metaphysics,Cicero,"essence, substance"
Boethius shows how essentia transcends mere form.,essentia,latin,etymological,metaphysics,Boethius,"essence, substance"
"The essence of essentia manifests in space, as Cicero demonstrates.",essentia,latin,etymological,metaphysics,Cicero,"essence, substance"
"The essence of essentia manifests in space, as Cicero demonstrates.",essentia,latin,etymological,metaphysics,Cicero,"essence, substance"
"The essence of essentia manifests in existence, as Lactantius demonstrates.",essentia,latin,etymological,metaphysics,Lactantius,"essence, substance"
The metaphysical status of essentia determines our grasp of form.,essentia,latin,etymological,metaphysics,Varro,"essence, substance"
"Through essentia, we can understand the true nature of space.",essentia,latin,etymological,metaphysics,Lactantius,"essence, substance"
Cicero's analysis reveals essentia as the foundation of matter.,essentia,latin,etymological,metaphysics,Cicero,"essence, substance"
"The essence of essentia manifests in unity, as Lucretius demonstrates.",essentia,latin,etymological,metaphysics,Lucretius,"essence, substance"
"The essence of essentia manifests in causation, as Macrobius demonstrates.",essentia,latin,etymological,metaphysics,Macrobius,"essence, substance"
The metaphysical status of essentia determines our grasp of space.,essentia,latin,etymological,metaphysics,Marcus Aurelius,"essence, substance"
Lucretius shows how essentia transcends mere form.,essentia,latin,etymological,metaphysics,Lucretius,"essence, substance"
Varro's analysis reveals essentia as the foundation of existence.,essentia,latin,etymological,metaphysics,Varro,"essence, substance"
"The essence of essentia manifests in substance, as Quintilian demonstrates.",essentia,latin,etymological,metaphysics,Quintilian,"essence, substance"
Boethius's analysis reveals essentia as the foundation of causation.,essentia,latin,etymological,metaphysics,Boethius,"essence, substance"
"The essence of essentia manifests in existence, as Augustine demonstrates.",essentia,latin,etymological,metaphysics,Augustine,"essence, substance"
Cicero's analysis reveals essentia as the foundation of time.,essentia,latin,etymological,metaphysics,Cicero,"essence, substance"
Varro's analysis reveals essentia as the foundation of space.,essentia,latin,etymological,metaphysics,Varro,"essence, substance"
Marcus Aurelius shows how essentia transcends mere substance.,essentia,latin,etymological,metaphysics,Marcus Aurelius,"essence, substance"
Quintilian's analysis reveals essentia as the foundation of time.,essentia,latin,etymological,metaphysics,Quintilian,"essence, substance"
The metaphysical status of essentia determines our grasp of causation.,essentia,latin,etymological,metaphysics,Marcus Aurelius,"essence, substance"
"Through essentia, we can understand the true nature of causation.",essentia,latin,etymological,metaphysics,Marcus Aurelius,"essence, substance"
"In considering virtue, Pythagoras argues that ἀλήθεια is fundamental to understanding reality.",ἀλήθεια,greek,etymological,philosophy,Pythagoras,truth
The relationship between ἀλήθεια and truth is explored in Aristotle's work.,ἀλήθεια,greek,etymological,philosophy,Aristotle,truth
